CustomerID,AutoRenewalEnabled,PaymentMethod,PaymentFailures
15760749.0,False,Bank Transfer,20
15589475.0,True,Bank Transfer,0
15755196.0,True,Bank Transfer,0
15683553.0,False,Bank Transfer,0
15651280.0,True,Bank Transfer,0
15641582.0,True,Bank Transfer,0
15580146.0,False,Bank Transfer,0
15776605.0,False,Bank Transfer,0
15705512.0,False,Bank Transfer,0
15591607.0,True,Bank Transfer,0
15621075.0,False,Bank Transfer,0
15686776.0,False,Bank Transfer,0
15592386.0,True,Bank Transfer,0
15688074.0,False,Bank Transfer,0
15684548.0,True,Bank Transfer,0
15745354.0,False,Bank Transfer,0
15691625.0,,Bank Transfer,0
15773792.0,False,Bank Transfer,0
15742358.0,False,Bank Transfer,0
15811773.0,False,Bank Transfer,0
15637476.0,False,Bank Transfer,0
15645772.0,True,Bank Transfer,0
15654238.0,,Bank Transfer,0
15766741.0,True,Bank Transfer,0
15647099.0,False,Bank Transfer,0
15585595.0,False,Bank Transfer,0
15745196.0,True,Bank Transfer,0
15747542.0,True,Bank Transfer,0
15581229.0,,Bank Transfer,0
15721935.0,True,Bank Transfer,0
15697000.0,True,Bank Transfer,0
15733119.0,False,Bank Transfer,0
15644200.0,False,Bank Transfer,0
15793949.0,False,Bank Transfer,0
15798348.0,True,Bank Transfer,0
15762937.0,False,Bank Transfer,0
15660316.0,True,Bank Transfer,0
15682528.0,False,Bank Transfer,0
15654654.0,False,Bank Transfer,0
15742480.0,True,Bank Transfer,0
15617934.0,False,Bank Transfer,0
15743532.0,False,Bank Transfer,0
15671097.0,True,Bank Transfer,0
15704954.0,True,Bank Transfer,0
15743067.0,False,Bank Transfer,0
15600821.0,True,Bank Transfer,0
15753969.0,False,Bank Transfer,0
15596021.0,,Bank Transfer,0
15703019.0,True,Bank Transfer,0
15714227.0,False,Bank Transfer,0
15647474.0,False,Bank Transfer,0
15654851.0,False,Bank Transfer,0
15791991.0,False,Bank Transfer,0
15582259.0,False,Bank Transfer,0
15704250.0,False,Bank Transfer,0
15772995.0,True,Bank Transfer,0
15753549.0,False,Bank Transfer,0
15605263.0,False,Bank Transfer,0
15592994.0,False,Bank Transfer,0
15740104.0,,Bank Transfer,0
15573741.0,True,Bank Transfer,0
15744105.0,False,Bank Transfer,0
15815560.0,False,Bank Transfer,0
15810457.0,,Bank Transfer,0
15594902.0,False,Bank Transfer,0
15790379.0,True,Bank Transfer,0
15641835.0,False,Bank Transfer,0
15662151.0,False,Bank Transfer,0
15787459.0,True,Bank Transfer,0
15710161.0,True,Bank Transfer,0
15751788.0,False,Bank Transfer,0
15756125.0,,Bank Transfer,0
15648577.0,True,Bank Transfer,0
15785485.0,True,Bank Transfer,0
15590730.0,True,Bank Transfer,0
15642787.0,True,Bank Transfer,0
15602034.0,False,Bank Transfer,0
15806332.0,True,Bank Transfer,0
15588701.0,False,Bank Transfer,0
15707120.0,True,Bank Transfer,0
15659501.0,False,Bank Transfer,0
15578809.0,,Bank Transfer,0
15617197.0,True,Bank Transfer,0
15631310.0,True,Bank Transfer,0
15700657.0,False,Bank Transfer,0
15710450.0,True,Bank Transfer,0
15800062.0,False,Bank Transfer,0
15600879.0,True,Bank Transfer,0
15785078.0,False,Bank Transfer,0
15643658.0,True,Bank Transfer,0
15582325.0,True,Bank Transfer,0
15608230.0,True,Bank Transfer,0
15680736.0,False,Bank Transfer,0
15642202.0,False,Bank Transfer,0
15663826.0,True,Bank Transfer,0
15646817.0,True,Bank Transfer,0
15705890.0,True,Bank Transfer,0
15641640.0,True,Bank Transfer,0
15668575.0,True,Bank Transfer,0
15600575.0,False,Bank Transfer,0
15633531.0,False,Bank Transfer,0
15591915.0,False,Bank Transfer,0
15679760.0,True,Bank Transfer,0
15577178.0,False,Bank Transfer,0
15617134.0,True,Bank Transfer,0
15744279.0,False,Bank Transfer,0
15614420.0,True,Bank Transfer,0
15795224.0,False,Bank Transfer,0
15660541.0,False,Bank Transfer,0
15767681.0,False,Bank Transfer,0
15688172.0,False,Bank Transfer,0
15673539.0,False,Bank Transfer,0
15678201.0,True,Bank Transfer,0
,True,Bank Transfer,0
15670615.0,False,Bank Transfer,0
15627220.0,True,Bank Transfer,0
15628767.0,,Bank Transfer,0
15715745.0,False,Bank Transfer,0
15780925.0,True,Bank Transfer,0
15722965.0,,Bank Transfer,0
15809817.0,False,Bank Transfer,0
15653251.0,True,Bank Transfer,0
15808557.0,False,Bank Transfer,0
15632324.0,True,Bank Transfer,0
15776827.0,False,Bank Transfer,0
15662865.0,False,Bank Transfer,0
15790336.0,True,Bank Transfer,0
15664227.0,False,Bank Transfer,0
15730469.0,False,Bank Transfer,0
15807340.0,False,Bank Transfer,0
15812616.0,False,Bank Transfer,0
15613216.0,True,Bank Transfer,0
15577999.0,True,Bank Transfer,0
15675360.0,True,Bank Transfer,0
15747854.0,True,Bank Transfer,0
15795151.0,True,Bank Transfer,0
15736495.0,False,Bank Transfer,0
15697597.0,True,Bank Transfer,0
15580935.0,True,Bank Transfer,0
,True,Bank Transfer,0
15674343.0,,Bank Transfer,0
15616811.0,False,Bank Transfer,0
,False,Bank Transfer,0
15714256.0,True,Bank Transfer,0
,True,Bank Transfer,0
15697100.0,True,Bank Transfer,0
15640769.0,False,Bank Transfer,0
15669301.0,False,Bank Transfer,0
15596979.0,False,Bank Transfer,0
15635097.0,False,Bank Transfer,0
15780779.0,True,Bank Transfer,0
15608406.0,True,Bank Transfer,0
15667602.0,False,Bank Transfer,0
15732268.0,False,Bank Transfer,0
15636396.0,True,Bank Transfer,0
15605665.0,False,Bank Transfer,0
15615207.0,True,Bank Transfer,0
,False,Bank Transfer,0
15735270.0,True,Bank Transfer,0
15703292.0,True,Bank Transfer,0
15582276.0,True,Bank Transfer,0
15798439.0,False,Bank Transfer,0
15584536.0,False,Bank Transfer,0
15730137.0,False,Bank Transfer,0
15749557.0,True,Bank Transfer,0
15664498.0,,Bank Transfer,0
15676937.0,True,Bank Transfer,0
15614365.0,False,Bank Transfer,0
15632118.0,True,Bank Transfer,0
15613017.0,True,Bank Transfer,0
15668248.0,True,Bank Transfer,0
15799964.0,True,Bank Transfer,0
15611961.0,True,Bank Transfer,0
15731760.0,False,Bank Transfer,0
15664214.0,True,Bank Transfer,0
15641411.0,False,Bank Transfer,0
15805764.0,True,Bank Transfer,0
15683027.0,True,Bank Transfer,0
15640421.0,True,Bank Transfer,0
15807167.0,True,Bank Transfer,0
15783225.0,False,Bank Transfer,0
15614213.0,True,Bank Transfer,0
15803456.0,False,Bank Transfer,0
15615322.0,True,Bank Transfer,0
15646784.0,False,Bank Transfer,0
15569120.0,False,Bank Transfer,0
15711254.0,False,Bank Transfer,0
15701175.0,False,Bank Transfer,0
,False,Bank Transfer,0
15606386.0,True,Bank Transfer,0
15586135.0,True,Bank Transfer,0
15680597.0,False,Bank Transfer,0
15751185.0,True,Bank Transfer,0
15613102.0,False,Bank Transfer,0
15783349.0,True,Bank Transfer,0
15749519.0,False,Bank Transfer,0
15684960.0,True,Bank Transfer,0
15744622.0,,Bank Transfer,0
15652469.0,False,Bank Transfer,0
15742848.0,True,Bank Transfer,0
15589296.0,True,Bank Transfer,0
15595153.0,False,Bank Transfer,0
15674149.0,True,Bank Transfer,0
15582951.0,True,Bank Transfer,0
15789055.0,False,Bank Transfer,0
15589563.0,False,Bank Transfer,0
15642515.0,False,Bank Transfer,0
15596972.0,False,Bank Transfer,0
15656597.0,False,Bank Transfer,0
15793343.0,True,Bank Transfer,0
15572801.0,False,Bank Transfer,0
15698703.0,True,Bank Transfer,0
15643439.0,True,Bank Transfer,0
15623649.0,True,Bank Transfer,0
15608328.0,True,Bank Transfer,0
15651737.0,False,Bank Transfer,0
15590327.0,False,Bank Transfer,0
